codigo_cbo,titulo,slug,grande_grupo_codigo,grande_grupo,subgrupo_principal_codigo,subgrupo_principal,subgrupo_codigo,subgrupo,salario_mediano,salario_medio,admissoes,desligamentos,saldo_periodo,n_ocupacoes,n_areas_atividade,n_atividades
2112,Profissionais de estatística e afins,2112-profissionais-de-estatistica-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",211,"MATEMÁTICOS, ESTATÍSTICOS E AFINS",7500.0,8995.99,2324,1794,530,4,10,86
2122,Engenheiros em computação,2122-engenheiros-em-computacao,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",212,PROFISSIONAIS DA INFORMÁTICA,12042.06,14558.22,7623,5939,1684,3,8,54
2123,Administradores de tecnologia da informação,2123-administradores-de-tecnologia-da-informacao,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",212,PROFISSIONAIS DA INFORMÁTICA,6801.0,8141.25,10798,11000,-202,4,6,62
2124,Analistas de tecnologia da informação,2124-analistas-de-tecnologia-da-informacao,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",212,PROFISSIONAIS DA INFORMÁTICA,5000.0,6685.63,131074,121157,9917,6,10,109
2131,Físicos,2131-fisicos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",213,"FÍSICOS, QUÍMICOS E AFINS",6875.0,8007.78,110,113,-3,15,10,84
2132,Químicos,2132-quimicos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",213,"FÍSICOS, QUÍMICOS E AFINS",4292.65,5403.32,1007,1137,-130,3,8,87
2133,Profissionais das ciências atmosféricas e espaciais e de astronomia,2133-profissionais-das-ciencias-atmosfericas-e-espaciais-e-de-astronomia,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",213,"FÍSICOS, QUÍMICOS E AFINS",7593.98,7392.76,100,60,40,3,9,100
2134,"Geólogos, oceanógrafos, geofísicos e afins",2134-geologos-oceanografos-geofisicos-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",213,"FÍSICOS, QUÍMICOS E AFINS",10312.0,11137.42,972,1012,-40,8,10,113
2140,Engenheiros ambientais e afins,2140-engenheiros-ambientais-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",214,"ENGENHEIROS, ARQUITETOS E AFINS",6500.0,7677.91,1923,1774,149,2,9,70
2141,Arquitetos e urbanistas,2141-arquitetos-e-urbanistas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",214,"ENGENHEIROS, ARQUITETOS E AFINS",5000.0,6396.79,3112,3048,64,6,9,79
2142,Engenheiros civis e afins,2142-engenheiros-civis-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",214,"ENGENHEIROS, ARQUITETOS E AFINS",9108.0,8922.43,16004,16971,-967,15,10,77
2143,"Engenheiros eletricistas, eletrônicos e afins",2143-engenheiros-eletricistas-eletronicos-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",214,"ENGENHEIROS, ARQUITETOS E AFINS",10302.0,9583.56,5462,6072,-610,15,8,117
2144,Engenheiros mecânicos e afins,2144-engenheiros-mecanicos-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",214,"ENGENHEIROS, ARQUITETOS E AFINS",11508.93,10906.15,5151,4833,318,7,8,68
2145,Engenheiros químicos e afins,2145-engenheiros-quimicos-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",214,"ENGENHEIROS, ARQUITETOS E AFINS",12002.0,11868.83,957,988,-31,8,9,105
2146,"Engenheiros metalurgistas, de materiais e afins",2146-engenheiros-metalurgistas-de-materiais-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",214,"ENGENHEIROS, ARQUITETOS E AFINS",10000.0,9699.27,391,411,-20,3,7,61
2147,Engenheiros de minas e afins,2147-engenheiros-de-minas-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",214,"ENGENHEIROS, ARQUITETOS E AFINS",12748.91,13417.69,989,1109,-120,10,7,90
2148,Engenheiros agrimensores e engenheiros cartógrafos,2148-engenheiros-agrimensores-e-engenheiros-cartografos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",214,"ENGENHEIROS, ARQUITETOS E AFINS",8000.0,7832.9,149,179,-30,2,11,86
2149,"Engenheiros de produção, qualidade, segurança e afins",2149-engenheiros-de-producao-qualidade-seguranca-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",214,"ENGENHEIROS, ARQUITETOS E AFINS",10377.0,9954.43,11518,11655,-137,9,10,163
2151,Oficiais de convés e afins,2151-oficiais-de-conves-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",215,"PROFISSIONAIS EM NAVEGAÇÃO AÉREA, MARÍTIMA E FLUVIAL",7268.93,7254.35,2266,1978,288,10,10,203
2152,Oficiais de máquinas da marinha mercante,2152-oficiais-de-maquinas-da-marinha-mercante,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",215,"PROFISSIONAIS EM NAVEGAÇÃO AÉREA, MARÍTIMA E FLUVIAL",8550.76,9343.61,1143,984,159,4,10,135
2153,Profissionais da pilotagem aeronáutica,2153-profissionais-da-pilotagem-aeronautica,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",215,"PROFISSIONAIS EM NAVEGAÇÃO AÉREA, MARÍTIMA E FLUVIAL",5797.99,6536.13,2287,2114,173,3,9,100
2211,Biólogos e afins,2211-biologos-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",221,BIÓLOGOS E AFINS,3500.0,4236.49,1712,1831,-119,1,11,113
2212,Biomédicos,2212-biomedicos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",221,BIÓLOGOS E AFINS,3030.0,3138.7,9842,9487,355,1,13,128
2221,Engenheiros agrossilvipecuários,2221-engenheiros-agrossilvipecuarios,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",222,AGRÔNOMOS E AFINS,7928.75,8796.79,3327,3614,-287,5,8,107
2222,Engenheiros de alimentos e afins,2222-engenheiros-de-alimentos-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",222,AGRÔNOMOS E AFINS,3500.0,4987.33,218,244,-26,2,8,113
2232,Cirurgiões-dentistas,2232-cirurgioes-dentistas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",223,"PROFISSIONAIS DA MEDICINA, SAÚDE E AFINS",6082.16,5894.36,5652,4430,1222,23,12,137
2233,Veterinários e zootecnistas,2233-veterinarios-e-zootecnistas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",223,"PROFISSIONAIS DA MEDICINA, SAÚDE E AFINS",3533.64,4449.01,3990,3791,199,2,14,172
2234,Farmacêuticos,2234-farmaceuticos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",223,"PROFISSIONAIS DA MEDICINA, SAÚDE E AFINS",4455.0,4392.51,65906,60350,5556,8,12,125
2235,Enfermeiros e afins,2235-enfermeiros-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",223,"PROFISSIONAIS DA MEDICINA, SAÚDE E AFINS",4123.09,4486.96,104476,88074,16402,17,13,215
2236,Fisioterapeutas,2236-fisioterapeutas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",223,"PROFISSIONAIS DA MEDICINA, SAÚDE E AFINS",3169.0,3320.52,17135,15422,1713,9,12,169
2237,Nutricionistas,2237-nutricionistas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",223,"PROFISSIONAIS DA MEDICINA, SAÚDE E AFINS",3600.39,3618.73,21298,18947,2351,2,9,136
2238,Fonoaudiólogos,2238-fonoaudiologos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",223,"PROFISSIONAIS DA MEDICINA, SAÚDE E AFINS",3934.55,4138.13,4756,4838,-82,8,9,130
2239,"Terapeutas ocupacionais, ortoptistas e psicomotricistas",2239-terapeutas-ocupacionais-ortoptistas-e-psicomotricistas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",223,"PROFISSIONAIS DA MEDICINA, SAÚDE E AFINS",3500.0,3905.28,3078,2796,282,3,8,162
2241,Profissionais da educação física,2241-profissionais-da-educacao-fisica,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",224,PROFISSIONAIS DA EDUCAÇÃO FÍSICA,2000.0,3221.47,49067,39589,9478,8,9,96
2251,Médicos clínicos,2251-medicos-clinicos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",225,PROFISSIONAIS DA MEDICINA,10257.16,10307.48,17895,18329,-434,34,9,143
2252,Médicos em especialidades cirúrgicas,2252-medicos-em-especialidades-cirurgicas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",225,PROFISSIONAIS DA MEDICINA,8404.53,8198.03,2194,2400,-206,18,8,113
2253,Médicos em medicina diagnóstica e terapêutica,2253-medicos-em-medicina-diagnostica-e-terapeutica,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",225,PROFISSIONAIS DA MEDICINA,9476.13,8127.63,406,370,36,11,9,120
2261,Osteopatas e quiropraxistas,2261-osteopatas-e-quiropraxistas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",226,PROFISSIONAIS DE SAÚDE EM PRATICAS INTEGRATIVAS E COMPLEMENTARES,2500.0,2370.47,12,2,10,2,8,90
2263,"Profissionais das terapias criativas,equoterápicas e naturológicas",2263-profissionais-das-terapias-criativas-equoterapicas-e-naturologicas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",226,PROFISSIONAIS DE SAÚDE EM PRATICAS INTEGRATIVAS E COMPLEMENTARES,2500.0,2920.21,307,255,52,4,9,158
2311,Professores de nível superior na educação infantil,2311-professores-de-nivel-superior-na-educacao-infantil,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,231,PROFESSORES DE NÍVEL SUPERIOR NA EDUCAÇÃO INFANTIL E NO ENSINO FUNDAMENTAL,2804.0,3106.44,39857,43790,-3933,2,10,135
2312,Professores de nível superior do ensino fundamental (primeira a quarta séries),2312-professores-de-nivel-superior-do-ensino-fundamental-primeira-a-quarta-series,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,231,PROFESSORES DE NÍVEL SUPERIOR NA EDUCAÇÃO INFANTIL E NO ENSINO FUNDAMENTAL,2200.0,2622.95,47540,48088,-548,2,10,112
2313,Professores de nível superior no ensino fundamental de quinta a oitava série,2313-professores-de-nivel-superior-no-ensino-fundamental-de-quinta-a-oitava-serie,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,231,PROFESSORES DE NÍVEL SUPERIOR NA EDUCAÇÃO INFANTIL E NO ENSINO FUNDAMENTAL,2006.0,2498.17,29432,26003,3429,8,8,109
2321,Professores do ensino médio,2321-professores-do-ensino-medio,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,232,PROFESSORES DO ENSINO MÉDIO,2000.0,2703.19,28965,25554,3411,14,8,123
2331,Professores do ensino profissional,2331-professores-do-ensino-profissional,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,233,PROFESSORES E INSTRUTORES DO ENSINO PROFISSIONAL,1912.35,2914.33,1418,1434,-16,7,11,130
2332,Instrutores de ensino profissional,2332-instrutores-de-ensino-profissional,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,233,PROFESSORES E INSTRUTORES DO ENSINO PROFISSIONAL,3008.36,3739.91,14672,16095,-1423,5,11,144
2341,"Professores de matemática, estatística e informática do ensino superior",2341-professores-de-matematica-estatistica-e-informatica-do-ensino-superior,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,234,PROFESSORES DO ENSINO SUPERIOR,1993.74,3684.94,615,548,67,5,11,135
2342,"Professores de ciências físicas, químicas e afins do ensino superior",2342-professores-de-ciencias-fisicas-quimicas-e-afins-do-ensino-superior,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,234,PROFESSORES DO ENSINO SUPERIOR,2100.0,3644.93,181,186,-5,3,13,117
2343,"Professores de arquitetura e urbanismo, engenharia, geofísica e geologia do ensino superior",2343-professores-de-arquitetura-e-urbanismo-engenharia-geofisica-e-geologia-do-ensino-superior,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,234,PROFESSORES DO ENSINO SUPERIOR,304.7,2379.5,482,597,-115,4,10,128
2344,Professores de ciências biológicas e da saúde do ensino superior,2344-professores-de-ciencias-biologicas-e-da-saude-do-ensino-superior,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,234,PROFESSORES DO ENSINO SUPERIOR,1799.45,2345.04,5596,4725,871,12,11,122
2345,Professores na área de formação pedagógica do ensino superior,2345-professores-na-area-de-formacao-pedagogica-do-ensino-superior,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,234,PROFESSORES DO ENSINO SUPERIOR,2200.0,2838.64,35577,30287,5290,4,13,145
2346,Professores nas áreas de língua e literatura do ensino superior,2346-professores-nas-areas-de-lingua-e-literatura-do-ensino-superior,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,234,PROFESSORES DO ENSINO SUPERIOR,1938.0,2450.28,15780,14510,1270,22,10,135
2347,Professores de ciências humanas do ensino superior,2347-professores-de-ciencias-humanas-do-ensino-superior,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,234,PROFESSORES DO ENSINO SUPERIOR,770.49,2029.92,1920,2030,-110,14,12,125
2348,"Professores de ciências econômicas, administrativas e contábeis do ensino superior",2348-professores-de-ciencias-economicas-administrativas-e-contabeis-do-ensino-superior,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,234,PROFESSORES DO ENSINO SUPERIOR,1930.6,4625.06,1173,1459,-286,3,12,88
2349,Professores de artes do ensino superior,2349-professores-de-artes-do-ensino-superior,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,234,PROFESSORES DO ENSINO SUPERIOR,1995.0,2563.02,679,928,-249,3,8,76
2392,Professores de educação especial,2392-professores-de-educacao-especial,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,239,OUTROS PROFISSIONAIS DO ENSINO NÃO CLASSIFICADOS ANTERIORMENTE,2645.92,2892.96,6222,5510,712,5,10,162
2394,"Programadores, avaliadores e orientadores de ensino",2394-programadores-avaliadores-e-orientadores-de-ensino,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,239,OUTROS PROFISSIONAIS DO ENSINO NÃO CLASSIFICADOS ANTERIORMENTE,2336.25,3083.54,50982,51175,-193,9,10,173
2410,Advogados,2410-advogados,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,24,PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS,241,"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS",4000.0,5717.33,22712,24218,-1506,8,8,92
2412,Procuradores e advogados públicos,2412-procuradores-e-advogados-publicos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,24,PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS,241,"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS",7200.0,7998.8,100,86,14,7,8,84
2413,Tabeliães e registradores,2413-tabeliaes-e-registradores,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,24,PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS,241,"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS",2687.5,4253.44,761,852,-91,8,8,93
2414,Conselheiros julgadores,2414-conselheiros-julgadores,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,24,PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS,241,"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS",,,1,1,0,1,6,68
2422,Membros do ministério público,2422-membros-do-ministerio-publico,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,24,PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS,242,ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA,13798.61,11717.16,10,9,1,10,8,114
2423,Delegados de polícia,2423-delegados-de-policia,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,24,PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS,242,ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA,44531.28,44531.28,2,2,0,1,7,122
2424,Defensores públicos e procuradores da assistência judiciária,2424-defensores-publicos-e-procuradores-da-assistencia-judiciaria,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,24,PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS,242,ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA,4250.0,4894.68,30,42,-12,2,9,95
2429,Profissionais da inteligência,2429-profissionais-da-inteligencia,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,24,PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS,242,ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA,4000.0,5784.19,158,156,2,2,6,56
2511,Profissionais em pesquisa e análise antropológica sociológica,2511-profissionais-em-pesquisa-e-analise-antropologica-sociologica,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,251,"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS",5832.84,6410.35,278,237,41,4,10,97
2512,Economistas,2512-economistas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,251,"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS",4218.12,5507.93,11840,12368,-528,7,11,88
2513,Profissionais em pesquisa e análise geográfica,2513-profissionais-em-pesquisa-e-analise-geografica,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,251,"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS",4402.64,5813.5,166,182,-16,1,9,77
2514,Filósofos,2514-filosofos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,251,"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS",5568.74,5568.74,4,4,0,1,7,56
2515,Psicólogos e psicanalistas,2515-psicologos-e-psicanalistas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,251,"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS",3304.89,3530.66,19013,16405,2608,11,10,130
2516,Assistentes sociais e economistas domésticos,2516-assistentes-sociais-e-economistas-domesticos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,251,"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS",3220.13,3444.96,13884,12176,1708,2,10,145
2521,Administradores,2521-administradores,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,252,PROFISSIONAIS DE ORGANIZAÇÃO E ADMINISTRAÇÃO DE EMPRESAS E AFINS,3785.62,4882.06,71717,73233,-1516,1,7,55
2522,Contadores e afins,2522-contadores-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,252,PROFISSIONAIS DE ORGANIZAÇÃO E ADMINISTRAÇÃO DE EMPRESAS E AFINS,4200.0,5319.81,42745,46921,-4176,3,14,114
2523,Secretárias(os) executivas(os) e afins,2523-secretarias-os-executivas-os-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,252,PROFISSIONAIS DE ORGANIZAÇÃO E ADMINISTRAÇÃO DE EMPRESAS E AFINS,1800.0,2636.35,41980,39871,2109,4,11,128
2524,Profissionais de recursos humanos,2524-profissionais-de-recursos-humanos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,252,PROFISSIONAIS DE ORGANIZAÇÃO E ADMINISTRAÇÃO DE EMPRESAS E AFINS,3528.2,4233.7,56943,56862,81,1,10,92
2525,Profissionais de administração ecônomico-financeira,2525-profissionais-de-administracao-economico-financeira,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,252,PROFISSIONAIS DE ORGANIZAÇÃO E ADMINISTRAÇÃO DE EMPRESAS E AFINS,3800.55,4852.28,36247,36832,-585,9,13,153
2526,Profissionais da administração dos serviços de segurança,2526-profissionais-da-administracao-dos-servicos-de-seguranca,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,252,PROFISSIONAIS DE ORGANIZAÇÃO E ADMINISTRAÇÃO DE EMPRESAS E AFINS,6000.0,9025.55,851,1073,-222,1,8,72
2527,"Profissionais de planejamento, programação e controles logisticos",2527-profissionais-de-planejamento-programacao-e-controles-logisticos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,252,PROFISSIONAIS DE ORGANIZAÇÃO E ADMINISTRAÇÃO DE EMPRESAS E AFINS,3500.0,4174.77,23129,22436,693,5,7,71
2531,Profissionais de publicidade,2531-profissionais-de-publicidade,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,253,"PROFISSIONAIS DE RELAÇÕES PÚBLICAS, PUBLICIDADE, MARKETING E COMERCIALIZAÇÃO",2500.0,4022.8,18911,19029,-118,7,8,98
2532,Profissionais de comercializacão e consultoria de serviços bancários,2532-profissionais-de-comercializacao-e-consultoria-de-servicos-bancarios,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,253,"PROFISSIONAIS DE RELAÇÕES PÚBLICAS, PUBLICIDADE, MARKETING E COMERCIALIZAÇÃO",3058.16,4686.51,34547,39689,-5142,5,9,96
2533,"Corretores de valores, ativos financeiros, mercadorias e derivativos",2533-corretores-de-valores-ativos-financeiros-mercadorias-e-derivativos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,253,"PROFISSIONAIS DE RELAÇÕES PÚBLICAS, PUBLICIDADE, MARKETING E COMERCIALIZAÇÃO",3168.0,5689.48,1350,1308,42,1,8,89
